"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E.x";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"MH_E.y";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201412;5010208;5;1;2;8;2;2042;1034;1008;42;198;225;64;177;994;214;115;13;2042;140;712;386;98;241;445;116;261;169;1110;578;532;12;45;68;22;118;621;126;91;7;7464;3551;3913;85;400;462;164;628;3372;915;1119;319
201412;5010209;5;1;2;9;2;1577;794;783;24;126;194;72;121;764;172;89;15;1577;117;431;209;144;153;365;93;200;191;640;340;300;6;27;15;22;53;368;66;71;12;6014;2917;3097;51;210;395;155;443;2298;933;1202;327
201412;5010310;5;1;3;10;2;1037;518;519;15;92;134;27;80;552;69;62;6;1037;80;367;166;111;68;210;87;122;72;572;296;276;3;27;27;9;46;362;39;59;0;3761;1823;1938;34;176;281;71;324;1736;461;499;179
201412;5010311;5;1;3;11;2;2688;1379;1309;21;217;426;139;278;1200;211;141;55;2688;94;434;157;181;372;742;367;287;305;1368;732;636;6;69;101;44;158;738;120;96;36;5500;2571;2929;39;312;535;175;421;1958;529;768;763
201412;5010312;5;1;3;12;2;3216;1722;1494;42;271;372;121;356;1621;230;175;28;3216;204;1163;373;329;192;699;260;333;240;2083;1144;939;12;97;139;59;245;1215;152;145;19;6770;3548;3222;91;406;570;194;739;3300;683;631;156
201412;5010313;5;1;3;13;2;2297;1175;1122;39;158;270;109;272;1111;206;120;12;2297;267;803;265;214;165;443;178;295;199;1275;665;610;12;34;61;40;155;722;143;96;12;6497;3339;3158;71;273;480;206;714;3128;768;721;136
201412;5010314;5;1;3;14;2;3830;1935;1895;54;254;398;149;332;1946;422;245;30;3830;247;1361;658;294;380;620;276;489;410;1989;986;1003;15;43;90;44;179;1208;214;172;24;11671;5725;5946;113;478;755;311;1011;5449;1489;1553;512
201412;5010339;5;1;3;39;2;85;45;40;3;3;6;6;3;40;15;9;0;85;6;33;12;6;6;24;0;10;6;45;24;21;0;3;0;0;3;18;12;9;0;448;223;225;6;15;19;15;38;202;73;64;16
201412;5020415;5;2;4;15;2;675;333;342;3;45;118;22;54;330;64;30;9;675;72;300;176;18;69;96;25;75;92;187;83;104;0;0;3;0;15;129;25;15;0;3900;1991;1909;13;137;370;196;455;1637;596;385;111
201412;5020416;5;2;4;16;2;86;49;37;4;6;12;0;6;33;16;9;0;86;27;46;16;0;12;6;3;16;3;30;21;9;0;0;0;0;3;12;6;9;0;1736;840;896;7;46;94;34;132;653;247;415;108
201412;5020417;5;2;4;17;2;1347;685;662;18;66;182;78;116;626;147;111;3;1347;105;445;234;117;165;204;118;165;133;545;276;269;0;9;24;24;63;298;47;80;0;5709;2854;2855;33;154;423;178;448;2223;828;1163;259
201412;5020418;5;2;4;18;2;667;345;322;6;42;110;30;43;315;79;39;3;667;48;241;132;49;79;66;51;109;72;272;149;123;0;3;18;0;24;166;28;30;3;3971;1939;2032;21;154;382;117;321;1513;482;804;177
201412;5020419;5;2;4;19;2;1450;691;759;12;142;177;58;117;647;154;116;27;1450;116;558;343;128;168;191;130;145;130;650;318;332;0;36;39;18;40;363;72;67;15;6897;3115;3782;45;342;470;170;489;2470;786;1721;404
201412;5020420;5;2;4;20;2;121;63;58;0;6;19;20;6;49;12;9;0;121;3;32;29;12;9;16;22;12;18;37;16;21;0;0;3;0;0;25;0;9;0;929;480;449;9;43;80;56;73;442;115;84;27
201412;5020521;5;2;5;21;2;633;338;295;0;43;118;50;43;293;59;21;6;633;36;140;67;53;77;136;26;93;108;194;100;94;0;9;15;3;12;115;22;18;0;2876;1409;1467;12;155;325;137;218;1328;334;294;73
201412;5020522;5;2;5;22;2;2567;1297;1270;47;254;406;107;263;1142;191;127;30;2567;134;906;506;131;349;279;244;480;178;1405;706;699;13;75;146;53;169;793;72;66;18;7117;3457;3660;78;468;767;235;609;2740;788;1128;304
201412;5020523;5;2;5;23;2;5616;2764;2852;82;564;947;256;436;2430;516;321;64;5616;240;1237;773;227;1314;1013;629;509;687;2119;1002;1117;21;114;145;50;155;1293;195;124;22;11613;5610;6003;130;869;1367;410;927;4422;1292;1733;463
201412;5020524;5;2;5;24;2;858;416;442;7;49;105;43;45;392;140;62;15;858;136;386;186;39;81;87;44;134;87;314;141;173;0;3;11;3;21;184;58;31;3;6082;2905;3177;26;147;330;161;339;2004;952;1679;444
201412;5020625;5;2;6;25;2;2198;1107;1091;36;147;251;85;210;1027;252;162;28;2198;192;760;271;177;312;339;156;235;219;1144;595;549;15;42;61;28;136;647;110;96;9;7417;3497;3920;54;267;439;148;558;3054;931;1405;561
201412;5020626;5;2;6;26;2;4574;2300;2274;65;353;506;153;409;2301;466;272;49;4574;454;1587;661;433;277;864;325;681;407;2458;1227;1231;16;83;102;46;237;1493;240;217;24;17174;8327;8847;153;751;1093;392;1499;8016;2115;2474;681
201412;5020627;5;2;6;27;2;1239;628;611;15;131;181;44;137;534;121;64;12;1239;103;338;165;144;71;204;199;176;107;569;283;286;3;22;31;16;74;329;51;34;9;3889;1857;2032;42;211;325;100;304;1645;482;572;208
201412;5020628;5;2;6;28;2;378;187;191;6;30;43;24;26;163;46;37;3;378;23;111;69;25;34;110;18;34;46;172;84;88;3;3;6;15;10;85;30;17;3;1985;886;1099;15;66;100;56;109;611;250;570;208
201412;5020629;5;2;6;29;2;533;257;276;6;34;85;21;16;234;60;64;13;533;137;278;86;18;36;43;18;98;42;246;109;137;0;9;21;3;6;133;30;34;10;4370;2066;2304;12;98;266;78;166;1317;682;1398;353
201412;5030730;5;3;7;30;2;1877;960;917;19;179;302;102;133;927;129;71;15;1877;95;462;308;49;162;504;118;211;371;560;268;292;0;19;21;15;37;361;39;56;12;3786;1910;1876;38;273;464;161;272;1783;359;347;89
201412;5030731;5;3;7;31;2;4367;2164;2203;80;344;509;146;386;2042;524;287;49;4367;241;1449;954;186;633;874;365;373;487;1917;916;1001;21;65;92;33;201;1104;219;164;18;11499;5432;6067;123;528;799;252;934;4718;1509;2007;629
201412;5030832;5;3;8;32;2;4351;2167;2184;61;384;519;167;367;2029;473;315;36;4351;271;1255;647;442;190;874;335;737;518;2319;1117;1202;17;89;107;67;216;1274;256;266;27;11346;5548;5798;110;597;898;306;960;4921;1284;1693;577
201412;5030833;5;3;8;33;2;1121;679;442;26;77;142;35;221;549;47;24;0;1121;9;42;21;338;88;85;314;219;35;1024;640;384;20;71;130;28;209;514;34;18;0;1407;811;596;26;90;155;38;242;672;69;90;25
201412;5040934;5;4;9;34;2;1165;648;517;15;115;218;75;142;456;96;36;12;1165;101;198;73;328;103;48;207;229;52;859;483;376;9;78;147;45;124;380;43;24;9;3984;2041;1943;21;187;421;154;328;1321;605;784;163
201412;5040935;5;4;9;35;2;97;66;31;3;6;6;6;7;42;12;15;0;97;18;33;12;0;0;3;31;27;3;61;39;22;0;0;0;6;7;33;6;9;0;418;228;190;6;27;27;9;35;167;68;67;12
201412;5040936;5;4;9;36;2;1333;617;716;27;133;286;64;60;559;108;81;15;1333;271;560;188;31;109;142;57;293;141;413;172;241;0;12;24;0;21;253;40;57;6;9324;4600;4724;84;502;1077;357;545;3581;1191;1640;347
201412;5040937;5;4;9;37;2;246;121;125;0;17;45;9;12;94;48;15;6;246;60;106;37;9;16;18;6;75;16;85;36;49;0;0;0;3;9;42;22;9;0;2148;1083;1065;3;66;176;57;87;604;397;569;189
201412;5040938;5;4;9;38;2;350;153;197;3;31;49;23;18;143;43;37;3;350;99;176;59;0;46;6;16;80;26;132;55;77;3;0;6;4;9;61;24;22;3;3565;1714;1851;15;125;299;118;197;1120;620;869;202
201412;6010101;6;1;1;1;2;1440;694;746;18;90;178;55;126;701;131;104;37;1440;290;594;192;73;105;119;61;358;130;766;366;400;3;9;36;17;71;443;85;80;22;6820;3067;3753;46;225;511;193;495;2456;851;1461;582
201412;6010102;6;1;1;2;2;2901;1420;1481;55;231;278;102;210;1485;298;191;51;2901;471;1043;313;174;247;305;183;726;223;1654;810;844;9;46;48;40;120;997;204;154;36;8755;4137;4618;99;407;528;212;672;4121;1240;1216;260
201412;6010103;6;1;1;3;2;1852;891;961;27;137;204;55;92;960;193;141;43;1852;369;725;197;122;140;189;93;405;178;942;452;490;3;28;30;9;49;572;112;102;37;6334;2959;3375;81;306;412;149;373;3071;838;892;212
201412;6010204;6;1;2;4;2;2042;974;1068;25;152;222;76;143;1024;233;146;21;2042;245;765;318;170;151;340;77;339;200;960;469;491;3;22;18;27;77;581;113;101;18;6830;3180;3650;49;285;496;174;508;2848;879;1246;345
201412;6010205;6;1;2;5;2;2656;1320;1336;42;221;290;103;194;1333;289;136;48;2656;412;996;411;157;228;380;171;472;252;1286;625;661;9;31;43;22;116;808;140;90;27;9627;4579;5048;84;455;630;225;706;4412;1262;1452;401
201412;6010206;6;1;2;6;2;1887;951;936;28;133;185;47;136;874;229;213;42;1887;233;708;255;123;192;166;154;389;155;1024;512;512;3;28;30;9;87;558;126;150;33;7638;3490;4148;76;324;462;135;505;3198;961;1413;564
201412;6010207;6;1;2;7;2;2307;1145;1162;31;183;255;68;149;1167;299;122;33;2307;348;824;355;137;213;224;177;552;180;1217;618;599;0;27;43;21;87;750;177;82;30;7863;3693;4170;67;342;501;160;520;3537;1058;1277;401
201412;6010208;6;1;2;8;2;1719;837;882;30;107;170;58;117;894;197;125;21;1719;276;630;219;98;165;201;82;373;170;888;438;450;3;21;33;12;62;542;109;85;21;6433;3125;3308;60;254;385;143;458;2958;937;1010;228
201412;6010209;6;1;2;9;2;2618;1268;1350;27;178;270;88;198;1374;249;198;36;2618;416;1001;355;233;177;335;153;502;217;1398;662;736;9;18;36;24;123;855;135;162;36;9055;4218;4837;81;344;505;176;615;4317;1152;1415;450
201412;6010210;6;1;2;10;2;1238;610;628;22;103;96;27;95;642;150;82;21;1238;162;428;170;77;114;172;109;216;122;633;310;323;4;10;15;6;56;371;90;66;15;4887;2259;2628;40;243;257;80;364;2225;636;704;338
201412;6020301;6;2;3;1;2;980;483;497;12;68;141;25;82;472;86;75;19;980;130;427;212;49;96;112;25;177;94;456;211;245;3;9;9;3;52;266;51;51;12;4985;2322;2663;24;183;373;119;311;1880;618;1150;327
201412;6020302;6;2;3;2;2;1031;490;541;18;73;123;42;49;448;148;97;33;1031;181;468;217;88;89;73;49;178;86;518;250;268;3;3;28;12;24;261;93;76;18;5391;2457;2934;37;191;326;111;254;1841;737;1308;586
201412;6020303;6;2;3;3;2;1839;936;903;27;170;196;44;109;946;202;123;22;1839;184;706;361;128;139;261;131;302;172;927;482;445;3;12;36;10;71;577;106;90;22;7249;3320;3929;67;356;420;120;476;3252;913;1238;407
201412;6020304;6;2;3;4;2;1613;773;840;27;118;188;43;135;801;174;109;18;1613;146;585;285;118;123;250;92;326;119;816;387;429;3;36;30;15;72;485;91;75;9;6887;3221;3666;57;287;412;141;511;3007;867;1209;396
201412;6020305;6;2;3;5;2;3324;1650;1674;34;220;324;99;363;1607;386;230;61;3324;394;1305;689;113;387;499;221;508;291;1748;876;872;6;21;37;29;272;1041;173;133;36;11139;5177;5962;77;461;750;259;903;4399;1410;2033;847
201412;6020306;6;2;3;6;2;1057;512;545;27;60;125;60;48;506;135;84;12;1057;146;456;208;60;51;147;55;168;120;444;208;236;3;12;18;12;22;260;48;63;6;6415;3069;3346;66;231;446;208;389;2392;944;1351;388
201412;6020407;6;2;4;7;2;2298;1125;1173;27;161;258;82;340;1018;262;126;24;2298;203;658;376;75;291;335;192;581;166;1184;567;617;9;27;42;15;261;639;92;81;18;4824;2339;2485;42;228;359;126;542;1730;544;994;259
201412;6020408;6;2;4;8;2;1273;626;647;15;95;176;84;90;554;142;96;21;1273;155;474;246;99;130;137;93;252;88;578;267;311;3;7;30;30;33;330;73;57;15;6477;3056;3421;36;263;427;181;433;2420;820;1467;430
201412;6020409;6;2;4;9;2;1695;841;854;25;117;168;58;93;796;224;173;41;1695;254;737;338;84;133;160;63;356;162;903;458;445;4;17;26;22;48;508;140;113;25;8222;3835;4387;64;328;526;177;423;3045;1073;1881;705
201412;6020410;6;2;4;10;2;1075;507;568;15;63;110;37;129;455;148;97;21;1075;211;458;168;30;80;93;24;304;86;607;293;314;0;0;12;10;108;288;86;88;15;6884;3219;3665;42;238;594;213;454;2562;1011;1414;356
201412;6020411;6;2;4;11;2;1692;832;860;18;132;243;73;110;738;221;142;15;1692;202;794;473;82;104;175;67;274;196;709;344;365;3;15;30;18;56;416;76;83;12;8445;3987;4458;53;330;690;255;508;2977;1244;1821;567
201412;6030501;6;3;5;1;2;925;456;469;9;63;151;42;65;417;86;89;3;925;179;354;110;21;65;70;58;286;71;480;233;247;3;9;33;9;20;283;63;57;3;5582;2646;2936;28;204;523;188;309;1869;708;1381;372
201412;6030502;6;3;5;2;2;1040;499;541;19;83;130;22;60;481;126;91;28;1040;165;459;189;42;110;78;73;216;62;475;225;250;3;10;16;6;30;286;60;51;13;5450;2456;2994;46;206;314;108;332;2281;745;1038;380
201412;6030503;6;3;5;3;2;2662;1262;1400;36;192;357;116;193;1188;354;177;49;2662;405;886;305;90;243;208;112;874;249;1334;598;736;12;37;58;18;112;718;211;134;34;11272;5155;6117;91;433;846;305;807;4415;1624;2155;596
201412;6030504;6;3;5;4;2;2016;946;1070;13;121;301;124;121;855;248;183;50;2016;417;782;198;36;137;110;76;735;140;1013;495;518;0;18;37;18;75;541;149;144;31;10958;5079;5879;67;371;919;332;602;3566;1451;2609;1041
201412;6030605;6;3;6;5;2;1693;887;806;24;120;195;67;135;799;224;105;24;1693;349;709;210;89;139;102;61;484;109;943;505;438;6;24;50;16;91;544;121;76;15;6933;3372;3561;49;264;501;185;461;2888;979;1278;328
201412;6030606;6;3;6;6;2;1563;763;800;20;98;221;46;133;769;147;99;30;1563;226;519;178;141;100;215;115;367;106;895;467;428;4;34;46;18;90;511;78;87;27;5275;2509;2766;47;196;428;140;421;2283;663;853;244
201412;6030607;6;3;6;7;2;1191;560;631;6;46;73;19;278;650;64;43;12;1191;285;564;117;27;85;88;34;329;64;886;406;480;0;3;3;0;248;537;43;40;12;3241;1569;1672;15;122;204;65;412;1451;327;508;137
201412;6030608;6;3;6;8;2;2625;1337;1288;18;194;428;171;200;1143;270;158;43;2625;450;976;293;139;197;186;128;715;284;1206;636;570;0;39;83;69;127;622;131;102;33;11970;5876;6094;57;537;1244;456;752;4646;1477;2153;648
201412;6030609;6;3;6;9;2;2467;1199;1268;46;194;289;90;201;1196;243;166;42;2467;535;1001;265;122;152;223;231;568;170;1364;675;689;19;23;46;15;121;831;141;135;33;11847;5630;6217;97;521;916;290;773;4819;1651;2229;551
201412;6030610;6;3;6;10;2;1640;781;859;18;127;225;89;118;725;199;115;24;1640;474;742;126;67;115;100;74;469;73;921;437;484;0;33;30;21;86;511;143;76;21;8159;3794;4365;57;366;787;291;457;3036;1124;1575;466
201412;6040701;6;4;7;1;2;1624;755;869;21;125;226;55;113;705;195;156;28;1624;367;656;182;56;168;59;44;541;100;848;381;467;3;18;30;9;70;453;129;114;22;9631;4610;5021;74;450;803;247;478;3374;1316;2258;631
201412;6040702;6;4;7;2;2;986;465;521;9;58;188;61;72;398;118;70;12;986;207;350;91;34;74;56;56;325;91;418;184;234;0;6;20;0;29;242;54;58;9;5360;2591;2769;33;220;569;193;320;1970;846;999;210
201412;6040703;6;4;7;3;2;2491;1217;1274;15;140;237;78;513;1061;209;187;51;2491;527;1010;261;60;222;99;98;940;62;1658;810;848;3;24;30;13;451;808;140;144;45;10716;5048;5668;61;445;917;290;992;3691;1269;2237;814
201412;6040804;6;4;8;4;2;1154;541;613;15;75;166;48;100;460;137;125;28;1154;337;526;119;27;63;27;24;419;68;619;268;351;0;3;21;10;67;322;70;104;22;7483;3460;4023;37;270;669;244;458;2387;1042;1837;539
201412;6040805;6;4;8;5;2;993;452;541;9;82;146;45;67;384;146;91;23;993;260;437;120;27;86;40;25;341;37;516;232;284;0;12;15;9;39;265;93;66;17;5278;2402;2876;22;229;415;164;316;1788;765;1220;359
201412;6040806;6;4;8;6;2;1010;446;564;12;70;141;53;78;435;115;82;24;1010;274;465;121;20;60;25;28;378;34;532;226;306;3;12;9;6;55;296;69;61;21;7227;3244;3983;42;229;732;236;420;2488;963;1632;485
201412;6040807;6;4;8;7;2;1214;593;621;15;87;151;57;110;557;131;82;24;1214;276;476;117;19;86;86;54;424;69;675;331;344;3;15;21;18;56;380;94;67;21;5753;2506;3247;43;220;453;162;344;1904;701;1154;772
201412;6040808;6;4;8;8;2;1465;688;777;15;117;278;90;120;656;126;57;6;1465;193;384;122;34;181;96;64;530;176;591;256;335;0;6;40;35;57;343;59;45;6;4150;2032;2118;40;255;563;198;291;1880;406;445;72
201412;6040809;6;4;8;9;2;1393;679;714;9;67;158;70;127;617;156;143;46;1393;342;515;95;12;130;42;50;577;67;895;448;447;3;15;31;6;81;486;108;122;43;4969;2367;2602;18;177;511;182;377;1778;685;981;260
201412;6040810;6;4;8;10;2;1828;889;939;19;107;272;74;143;823;208;130;52;1828;437;695;131;24;227;50;98;620;114;1047;484;563;6;12;55;28;99;570;126;109;42;6854;3253;3601;31;257;661;228;453;2367;829;1552;476
201412;7010101;7;1;1;1;1;4018;2064;1954;46;193;297;110;257;2108;549;384;74;4018;815;1401;282;128;608;405;297;820;359;2342;1211;1131;6;47;58;42;176;1374;324;269;46;9397;4872;4525;71;301;449;165;525;4286;1434;1613;553
201412;7010102;7;1;1;2;1;7972;4113;3859;82;433;885;326;777;3905;787;614;163;7972;1200;2102;418;558;802;1693;698;1396;723;4765;2509;2256;10;87;162;139;494;2751;513;494;115;15450;8211;7239;122;605;1087;387;1406;7497;1978;1884;484
201412;7010103;7;1;1;3;1;3461;1737;1724;30;200;364;100;320;1827;389;198;33;3461;839;1362;299;141;130;635;209;716;268;2082;1097;985;6;35;71;34;206;1277;262;158;33;9956;4929;5027;80;398;714;231;719;4945;1388;1188;293
201412;7010104;7;1;1;4;1;7620;3943;3677;85;460;831;288;698;3769;701;660;128;7620;953;1724;314;328;752;2265;788;986;777;4733;2500;2233;12;76;161;121;461;2721;506;565;110;13512;7084;6428;129;657;1024;338;1163;7104;1519;1322;256
201412;7020201;7;2;2;1;1;3227;1573;1654;30;217;324;130;243;1632;349;247;55;3227;729;1197;245;176;301;461;155;634;303;1734;847;887;4;24;50;48;152;1030;194;195;37;10335;4926;5409;64;381;661;233;687;4716;1409;1685;499
201412;7020202;7;2;2;2;1;3774;2012;1762;55;232;359;106;331;2093;319;231;48;3774;679;1407;314;183;189;625;284;691;395;2174;1218;956;6;15;58;27;227;1414;206;179;42;9832;4995;4837;111;422;542;176;791;5014;1167;1274;335
201412;7020203;7;2;2;3;1;7080;3674;3406;87;455;757;243;689;3635;681;467;66;7080;1232;2068;372;319;241;1792;619;1303;738;4149;2193;1956;15;74;116;93;402;2523;460;403;63;17298;8725;8573;162;779;1191;417;1417;9005;2224;1666;437
201412;7020204;7;2;2;4;1;3830;1978;1852;54;276;397;91;336;2131;294;221;30;3830;903;1452;276;162;146;825;230;676;339;2237;1168;1069;9;36;51;35;220;1459;216;187;24;11395;5742;5653;121;554;690;193;859;6652;1285;913;128
201412;7030301;7;3;3;1;1;5491;2670;2821;77;393;673;215;448;2679;587;359;60;5491;1280;2301;549;248;365;503;274;1312;488;2880;1394;1486;9;48;93;55;302;1747;320;264;42;23870;11130;12740;208;1032;1897;603;1615;10568;3510;3643;794
201412;7030302;7;3;3;2;1;2537;1241;1296;24;177;276;92;209;1226;306;202;25;476;55;216;122;54;30;21;64;76;15;1301;648;653;6;21;39;18;136;759;136;161;25;9151;4362;4789;69;399;685;237;669;4032;1382;1396;282
201412;7030303;7;3;3;3;1;4833;2393;2440;86;351;616;200;427;2360;444;318;31;322;59;140;47;27;18;36;18;62;21;2430;1207;1223;13;36;81;61;230;1439;270;272;28;12073;5831;6242;128;576;975;326;1097;5741;1469;1444;317
201412;7040401;7;4;4;1;2;5785;2859;2926;74;416;643;242;510;2937;526;374;63;2537;507;862;207;112;137;396;166;644;220;2782;1370;1412;3;22;53;64;245;1753;300;285;57;17126;8204;8922;146;799;1334;488;1249;7534;2094;2701;781
201412;7040402;7;4;4;2;2;361;184;177;6;29;46;3;19;193;41;18;6;4833;505;1214;427;191;142;1568;244;783;691;150;76;74;0;0;6;0;13;97;19;15;0;2102;984;1118;12;58;120;27;115;804;285;409;272
201412;7040403;7;4;4;3;2;7721;3849;3872;134;597;935;249;623;4004;651;453;75;5785;807;1727;549;284;165;1730;318;793;768;4038;2070;1968;21;94;172;86;361;2494;379;371;60;23418;11113;12305;245;1019;1556;489;1860;11164;2896;3238;951
201412;7040404;7;4;4;4;2;1115;556;559;10;80;153;39;92;493;114;112;22;361;32;110;51;7;27;55;43;79;40;546;282;264;3;9;24;15;58;275;58;85;19;5057;2376;2681;31;177;327;102;356;1943;620;1154;347
201412;7040405;7;4;4;5;2;3907;1937;1970;72;327;441;153;326;2034;295;216;43;7721;929;2531;958;560;450;1468;739;1133;840;2057;1028;1029;16;53;72;57;173;1304;168;183;31;10567;5067;5500;113;503;686;249;845;4984;1170;1382;635
